epoch,discriminator_loss,generator_loss
0,0.8349667831408141,4.446234773233981
1,0.7647191048864537,3.657103958337203
2,0.7249400615692139,3.5774171276634754
3,0.7475239193957784,3.4884458307837165
4,0.8029830296302719,3.272462156305345
5,0.775952194446704,3.144706026367519
6,0.7938914344860957,3.1987592264960045
7,0.8080396520652898,3.0846422675461276
8,0.8117576275382153,3.0088656179881017
9,0.8331415441921324,2.997381466288232
10,0.8548825052270921,2.8344587940834836
11,0.8256287321597836,2.9095628536664524
12,0.8478816859299523,2.8592028623839285
13,0.8690230653038791,2.7351804899930157
14,0.8302801711902172,2.6696921339800523
15,0.8470835647854119,2.72293958037992
16,0.8213325224592534,2.6875577096556342
17,0.8625579039787369,2.651172416664685
18,0.844727019601841,2.637867685345104
19,0.8697729722711952,2.4961178179169976
20,0.8838024480287048,2.4140210576280703
21,0.9059140484867287,2.338018555704965
22,0.9259544624931437,2.334530745461633
23,0.927158188062368,2.2028916687471014
24,0.9309411292092059,2.2028477010519607
25,0.9748009899786882,2.131491661769491
26,0.9699925519152229,2.113123143596394
27,0.9440157335737477,2.043383260036392
28,0.9744561569746522,2.090379618282701
29,0.9837042202917629,1.9962769433806173
30,0.9769219718250542,1.9818731089898176
31,0.9687086654746014,1.9638444360682
32,1.0136761073284724,1.9550433998123857
33,0.9883162313480441,1.9279696118074117
34,0.9844432343607363,1.9466733284618543
35,0.9978183005565784,1.898130181242391
36,1.0022976296801231,1.883240157545211
37,0.97799860235042,1.8854897596365632
38,0.997511469998886,1.9089607169795595
39,1.001746821961674,1.8526101328656825
40,0.9919808702325342,1.8781846879318007
41,0.9879381347659439,1.8817025612429232
42,0.9717927054816664,1.859716309950902
43,0.9962048608323802,1.8868457595241508
44,0.9778624545770346,1.9007935879820566
45,0.9600638809012729,1.8935784833088367
46,0.98343855461548,1.8810216609052193
47,0.9881817993511723,1.868545205896116
48,0.9470261506811034,1.8677010253121622
49,0.9568090163744413,1.8912281061095937
50,0.9707026130778335,1.8816617386396912
51,0.944671793326885,1.9433303181343653
52,0.9559162159428549,1.9420904794265594
53,0.9645821330539359,1.9215432935733858
54,0.9355409147348691,1.917016538887917
55,0.9544604753570812,1.9546020912087483
56,0.927194997419083,1.9189244064200284
57,0.958039330200208,1.9550133277739967
58,0.9637352517217298,1.9464588469286825
59,0.9055133515775802,1.9667481971424958
60,0.931374884568728,1.9551021745771069
61,0.9203457266191973,1.980227548442158
62,0.9394653090665173,1.9556777849045883
63,0.914734046993447,1.9469494117940946
64,0.9201774395827864,2.0024968230206035
65,0.9285775763932678,1.9738784507166183
66,0.9035103735716447,1.9998532420018047
67,0.9216166322047894,1.99852264236447
68,0.8760421439556773,2.046676405098127
69,0.8868756435786601,2.0524886744875572
70,0.9303979728134181,2.0440768091176267
71,0.8785552494103295,2.0948395230698345
72,0.8793730508523642,2.0507803316100386
73,0.8735343933504162,2.1040960253281735
74,0.8644557377965155,2.1062980985960436
75,0.8884718916487933,2.1060545093638443
76,0.9126953133771252,2.088201694265257
77,0.8583367558626028,2.1028100034863653
78,0.8665308643344254,2.081843747941148
79,0.884412909630549,2.111282446312665
80,0.8930677861274285,2.1075935926923783
81,0.8477222245672474,2.1062629079340294
82,0.8282334130743275,2.165583034024191
83,0.8528568832371944,2.157644199089063
84,0.8399957368605113,2.1913699746929285
85,0.8420978190508176,2.1919194748967787
86,0.8516563824985338,2.1791678774715666
87,0.8256737591829587,2.1913563567260437
88,0.8475424290500756,2.193756434331371
89,0.8573101848662896,2.215316739170049
90,0.832612880496277,2.209752209011129
91,0.820154503237045,2.2530607139585808
92,0.8488431186181645,2.2658468785891963
93,0.8066650126690051,2.2770700917196116
94,0.8438597843798507,2.218348702459431
95,0.8385784629994013,2.2497004287498052
96,0.8052425771253963,2.2412120133738056
97,0.7984336839870466,2.307344901322521
98,0.8349289090737052,2.331484792423886
99,0.8419554379074071,2.2282681417305734
100,0.7804613543992058,2.28781679342423
101,0.7786180813575668,2.349011334587499
102,0.7988771102500201,2.3603547841410175
103,0.7983723811082617,2.317068889188926
104,0.8008977182732777,2.392233274852153
105,0.8448806281472528,2.3261889333908377
106,0.770542842887317,2.3404617395289367
107,0.7677199073061097,2.34293228188486
108,0.8721847705617797,2.3145044233687346
109,0.768305437022627,2.3918541540270266
110,0.7860450798452498,2.3540920502565377
111,0.7756116318463482,2.3891744059463806
112,0.7712001898216962,2.3893234797544705
113,0.8113121671421472,2.3569124210439
114,0.7961171556475968,2.3426436643337327
115,0.7656106352806091,2.4358527070303824
116,0.7842497694053777,2.3758035118763265
117,0.7601603211766501,2.398788622888833
118,0.7553494891594086,2.4502222179170436
119,0.8306443099194147,2.419688949816203
120,0.7428686109474272,2.4117797088862263
121,0.7360892462291845,2.4687551505190872
122,0.754666087619437,2.506483185949134
123,0.7798916696505404,2.460027142711308
124,0.7221629223895312,2.489042502980567
125,0.7786162096919822,2.564433165218519
126,0.7625228499489086,2.469142985682822
127,0.7582811804918143,2.5137101908192587
128,0.745652920226987,2.4771847907316724
129,0.7196465028966949,2.5110501537354892
130,0.8180018057392593,2.405430906492731
131,0.7103958843543776,2.450065525080448
132,0.7354755670729289,2.6072873674507524
133,0.7862372382428734,2.508681706361547
134,0.7475468242248166,2.4921137917799294
135,0.6969448174521277,2.56754485998664
136,0.7498884506050161,2.5726603295492088
137,0.7326291349021886,2.5750732419881532
138,0.7009036849972397,2.6324899529533643
139,0.7036582584365155,2.640008247217606
140,0.7519648073110293,2.530924250449624
141,0.7408868292701682,2.6042160140630792
142,0.7180530104948126,2.6043559707526778
143,0.7159570816368562,2.6842943296384654
144,0.6951977625539072,2.6459661164012642
145,0.7022492063284718,2.6609807955381464
146,0.727790054469603,2.6401039658980228
147,0.7749504910464271,2.6435979853904366
148,0.6864885735671257,2.596889348532444
149,0.6884871887722143,2.7142011242168005
150,0.74812843299231,2.663003562784514
151,0.7463731058066505,2.575558961434508
152,0.6760817047544945,2.693130560742573
153,0.6860958360708677,2.715502979962722
154,0.7183679954264076,2.69018422580483
155,0.7095337744341248,2.721119631891665
156,0.7218808100175698,2.6923924134327817
157,0.667236074755423,2.719595661928821
158,0.7041648589448387,2.736215024987192
159,0.6908008814057379,2.7165680362229363
160,0.6504159867763519,2.7402250505610053
161,0.6967479690261509,2.81968397221039
162,0.6719199546603455,2.773755072151937
163,0.7116094216654532,2.7481077691185036
164,0.7006223602438452,2.747154953288394
165,0.6698447096108593,2.784979451260838
166,0.6702504142072289,2.7907822578647066
167,0.7298454733995291,2.7080665121110385
168,0.620464270629213,2.839291913852245
169,0.7314519319047896,2.736048112944217
170,0.6856159634614071,2.760144128249242
171,0.6723416023031127,2.808193565013018
172,0.6834154662280577,2.76454728582631
173,0.7084454255159882,2.7653329694350828
174,0.6753049422067942,2.7486919493579545
175,0.6693788848593083,2.8117537970925652
176,0.7107728418697881,2.808921846657692
177,0.6396221020149946,2.800835709109354
178,0.6737934555297711,2.804921902741078
179,0.6600299863312954,2.8397887552462295
180,0.6767971464822125,2.8426714200638608
181,0.6499215578753813,2.8359421645119838
182,0.6740642684359216,2.802165800811455
183,0.6559533838643676,2.9007428234636183
184,0.6429079615551493,2.8984156442326445
185,0.7085223454097441,2.825976662412535
186,0.6212320214131205,2.8994323096945136
187,0.6545441103818823,2.883791162616832
188,0.6571503481936694,2.869690409671503
189,0.6356601012390991,2.919088365242234
190,0.6905498112922528,2.841091696434595
191,0.6838451671759819,2.878419976968032
192,0.626738289726219,2.944592564002327
193,0.6545267241654986,2.927498291766763
194,0.6334419834573931,2.956885926500212
195,0.6311390473691117,2.914850070524375
196,0.6188292688749307,2.97398792700624
197,0.6381793623185875,3.0089571522829126
198,0.6382845660117159,2.9819586707596795
199,0.6768605806755781,2.949964882438398
200,0.6559630110112321,2.888908974303051
201,0.6715668841548588,2.89865788857275
202,0.6245005389918452,2.9545911895391535
203,0.6508146382893208,2.9572560137330886
204,0.6685625893814507,2.9458732303967046
205,0.6181068738368044,2.951271482534632
206,0.6509677839518391,2.905115982561207
207,0.6036604058782392,3.0077431748144603
208,0.6554341719900086,3.0109717171128376
209,0.5879577450130297,3.0588007858365676
210,0.6979909475431794,2.9642289585891777
